URL,Title,View Count
http://www.bilibili.com/video/BV1Kp421Q7NG/,说话的艺术NLP｜嘴笨要掌握聊天的技巧,2.1万
http://www.bilibili.com/video/BV1NS421971B/,#高情商  #说话的艺术  #人际交往  三言两语搞定任何事！,407
http://www.bilibili.com/video/BV1m8411S7sp/,职场沟通小技巧，每天学点高情商,5.4万
http://www.bilibili.com/video/BV1qRYXeQELT/,若论说话的艺术，我就只服李宝库，句句都跟要考研似的,3221
http://www.bilibili.com/video/BV1tZ42187Ku/,说话的艺术,5.2万
http://www.bilibili.com/video/BV1QY3Fe6Epo/,魅力提升第一课：说话的艺术,110
http://www.bilibili.com/video/BV1JM4y1j75K/,学会这四个高情商说话技巧，让你的气质瞬间拉满,4.2万
http://www.bilibili.com/video/BV13Y4y1R7fj/,高情商接话法，帮你HOLD住所有场合# 人际交往的秘诀,18.7万
http://www.bilibili.com/video/BV1Qp4y1z7tD/,【说话的艺术2】聊天要懂得不打无准备之仗（第一章：沟通的前提）,1738
http://www.bilibili.com/video/BV1NT411u7am/,曾仕强：高情商的人会说话,7962
http://www.bilibili.com/video/BV1St4y1E7cA/,进来学习说话的艺术，红楼梦之情商课,1.2万
http://www.bilibili.com/video/BV1iT4y1L7vh/,说 话 的 艺 术,53.9万
http://www.bilibili.com/video/BV1FN4y1i7L1/,奚梦瑶狠狠拿捏说话的艺术，一番话化解朱丹多年心结,9.1万
http://www.bilibili.com/video/BV12P411t7C9/,说话的艺术你知道吗,5024
http://www.bilibili.com/video/BV1pG411Y7FA/,高情商撩妹，就是不一样，佩服佩服#说话 #情商#口才#幽默#撩妹,3.7万
http://www.bilibili.com/video/BV1Gx4y1s7Kh/,《说话的艺术》,9.2万
http://www.bilibili.com/video/BV12W421A7Le/,黄渤的情商到底有多高，总能轻松拿捏各种尴尬局面#高情商#人情世故#黄渤#口才#说话技巧#郭德纲#李冰冰#徐峥,9.8万
http://www.bilibili.com/video/BV1W1421m7Gr/,《会说话的艺术》,69
http://www.bilibili.com/video/BV12H4y1j7ea/,窦文涛：会说话是门艺术，有时候装傻会让对方更舒坦。人与人之间交流的时候，你弱他就强，有时候即便你知道他在说什么，你也得装傻,1.4万
http://www.bilibili.com/video/BV11E411J7Fb/,张国立和王志文名场面1，谈说话的艺术，高智商在线，赶紧进来学习！！！！,3.5万
http://www.bilibili.com/video/BV1KH4y1r7WN/,会说话是优势，会接话才是真本事 说话技巧  高情商 提升自己  社交 会说话,2343
http://www.bilibili.com/video/BV1nY411h7wH/,【羽生结弦】 论 说话的艺术之羽生结弦如何把天聊死,22.8万
http://www.bilibili.com/video/BV1kZvDefETs/,说话是一件普通到不能再普通的事，但想要说好话是值得我们用一辈子去学习和修炼的,88
http://www.bilibili.com/video/BV11c411p7pk/,这说话的艺术差点把CEO吓死了哈哈哈哈,1.3万
http://www.bilibili.com/video/BV1w8411D7Lg/,万能说话公式：30秒说服对方！,8162
http://www.bilibili.com/video/BV1G14y1Q7AE/,#撒贝宁  #何炅 同台斗嘴，高手过招，招招致命。#情商  #智慧  #说话的艺术  #好好接话  #口才,5.2万
http://www.bilibili.com/video/BV1Zu4m1T7x4/,论说话的艺术，进来感受魏大勋的高情商,7145
http://www.bilibili.com/video/BV1W84y167Ef/,说话的艺术，这才是最高境界啊，话里有话,5.7万
http://www.bilibili.com/video/BV1bM4m127PM/,说话的艺术！,31.0万
http://www.bilibili.com/video/BV1nr4y1s7w4/,说话的艺术之如何应对聊天鬼才,2.3万
http://www.bilibili.com/video/BV1ff421q7uG/,你“会”说话吗？,1.7万
http://www.bilibili.com/video/BV1Zu4m1T7x4/,论说话的艺术，进来感受魏大勋的高情商,7145
http://www.bilibili.com/video/BV1W84y167Ef/,说话的艺术，这才是最高境界啊，话里有话,5.7万
http://www.bilibili.com/video/BV1bM4m127PM/,说话的艺术！,31.0万
http://www.bilibili.com/video/BV1nr4y1s7w4/,说话的艺术之如何应对聊天鬼才,2.3万
http://www.bilibili.com/video/BV1ff421q7uG/,你“会”说话吗？,1.7万
http://www.bilibili.com/video/BV11r421c7AY/,急诊科医生是有点说话的艺术在身上的,11.3万
http://www.bilibili.com/video/BV1Rv4118775/,如何高情商夸人 | 会说话的嘴真的能当钱用,9006
http://www.bilibili.com/video/BV1Yp4y1M7CN/,会说话是优势，会接话才是真本事#说话技巧 #高情商#提升自己 #社交#会说话,1.8万
http://www.bilibili.com/video/BV1i64y1s7q9/,【说话的艺术246】挑拨离间的逻辑（紧迫性）,390
http://www.bilibili.com/video/BV18a411774S/,说话也是一门艺术 都是一些高情商说话艺术,6039
http://www.bilibili.com/video/BV1am411d7sc/,他好会接梗啊！丞磊：哥有自己的说话艺术！,7.7万
http://www.bilibili.com/video/BV1Kp4y1F7AL/,高情商聊天  语言的魅力  回话的技术  说话技巧  情商口才,8517
http://www.bilibili.com/video/BV1B84y197Mz/,你们是懂说话的艺术！爆笑名场面！,9.1万
